% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
2424	1	1	1	0	28	2196	0	1	0
2424	2	2	1	0	28	2196	0	1	0
2523	1	1	1	0	28	2196	0	1	0
2523	2	2	1	0	28	2196	0	1	0
2524	1	1	1	0	28	2196	0	1	0
2524	2	2	1	0	28	2196	0	1	0
2623	1	1	1	0	28	2196	0	1	0
2623	2	2	1	0	28	2196	0	1	0
2624	1	1	1	0	28	2196	0	1	0
2624	2	2	1	0	28	2196	0	1	0
2723	1	1	1	0	28	2196	0	1	0
2723	2	2	1	0	28	2196	0	1	0
2724	1	1	1	0	28	2196	0	1	0
2724	2	2	1	0	28	2196	0	1	0
2823	1	1	1	0	28	2196	0	1	0
2823	2	2	1	0	28	2196	0	1	0
2824	1	1	1	0	28	2196	0	1	0
2824	2	2	1	0	28	2196	0	1	0
2923	1	1	1	0	28	2196	0	1	0
2923	2	2	1	0	28	2196	0	1	0
2924	1	1	1	0	28	2196	0	1	0
2924	2	2	1	0	28	2196	0	1	0
3023	1	1	1	0	28	2196	0	1	0
3023	2	2	1	0	28	2196	0	1	0
3024	1	1	1	0	28	2196	0	1	0
3024	2	2	1	0	28	2196	0	1	0
3123	1	1	1	0	28	2196	0	1	0
3123	2	2	1	0	28	2196	0	1	0
3124	1	1	1	0	28	2196	0	1	0
3124	2	2	1	0	28	2196	0	1	0
3223	1	1	1	0	28	2196	0	1	0
3223	2	2	1	0	28	2196	0	1	0
3224	1	1	1	0	28	2196	0	1	0
3224	2	2	1	0	28	2196	0	1	0
3323	1	1	1	0	28	2196	0	1	0
3323	2	2	1	0	28	2196	0	1	0
3324	1	1	1	0	28	2196	0	1	0
3324	2	2	1	0	28	2196	0	1	0
3423	1	1	1	0	28	2196	0	1	0
3423	2	2	1	0	28	2196	0	1	0
3424	1	1	1	0	28	2196	0	1	0
3424	2	2	1	0	28	2196	0	1	0
3523	1	1	1	0	28	2196	0	1	0
3523	2	2	1	0	28	2196	0	1	0
3524	1	1	1	0	28	2196	0	1	0
3524	2	2	1	0	28	2196	0	1	0
3623	1	1	1	0	28	2196	0	1	0
3623	2	2	1	0	28	2196	0	1	0
3624	1	1	1	0	28	2196	0	1	0
3624	2	2	1	0	28	2196	0	1	0
3723	1	1	1	0	28	2196	0	1	0
3723	2	2	1	0	28	2196	0	1	0
3724	1	1	1	0	28	2196	0	1	0
3724	2	2	1	0	28	2196	0	1	0
3823	1	1	1	0	28	2196	0	1	0
3823	2	2	1	0	28	2196	0	1	0
3824	1	1	1	0	28	2196	0	1	0
3824	2	2	1	0	28	2196	0	1	0
3923	1	1	1	0	28	2196	0	1	0
3923	2	2	1	0	28	2196	0	1	0
3924	1	1	1	0	28	2196	0	1	0
3924	2	2	1	0	28	2196	0	1	0
4023	1	1	1	0	28	2196	0	1	0
4023	2	2	1	0	28	2196	0	1	0
4024	1	1	1	0	28	2196	0	1	0
4024	2	2	1	0	28	2196	0	1	0
4123	1	1	1	0	28	2196	0	1	0
4123	2	2	1	0	28	2196	0	1	0
4124	1	1	1	0	28	2196	0	1	0
4124	2	2	1	0	28	2196	0	1	0
4223	1	1	1	0	28	2196	0	1	0
4223	2	2	1	0	28	2196	0	1	0
4224	1	1	1	0	28	2196	0	1	0
4224	2	2	1	0	28	2196	0	1	0
4323	1	1	1	0	28	2196	0	1	0
4323	2	2	1	0	28	2196	0	1	0
4324	1	1	1	0	28	2196	0	1	0
4324	2	2	1	0	28	2196	0	1	0
4423	1	1	1	0	28	2196	0	1	0
4423	2	2	1	0	28	2196	0	1	0
4424	1	1	1	0	28	2196	0	1	0
4424	2	2	1	0	28	2196	0	1	0
4523	1	1	1	0	28	2196	0	1	0
4523	2	2	1	0	28	2196	0	1	0
4524	1	1	1	0	28	2196	0	1	0
4524	2	2	1	0	28	2196	0	1	0
4623	1	1	1	0	28	2196	0	1	0
4623	2	2	1	0	28	2196	0	1	0
4624	1	1	1	0	28	2196	0	1	0
4624	2	2	1	0	28	2196	0	1	0
4723	1	1	1	0	28	2196	0	1	0
4723	2	2	1	0	28	2196	0	1	0
4724	1	1	1	0	28	2196	0	1	0
4724	2	2	1	0	28	2196	0	1	0
4823	1	1	1	0	28	2196	0	1	0
4823	2	2	1	0	28	2196	0	1	0
4824	1	1	1	0	28	2196	0	1	0
4824	2	2	1	0	28	2196	0	1	0
4923	1	1	1	0	28	2196	0	1	0
4923	2	2	1	0	28	2196	0	1	0
4924	1	1	1	0	28	2196	0	1	0
4924	2	2	1	0	28	2196	0	1	0
5023	1	1	1	0	28	2196	0	1	0
5023	2	2	1	0	28	2196	0	1	0
5024	1	1	1	0	28	2196	0	1	0
5024	2	2	1	0	28	2196	0	1	0
5123	1	1	1	0	28	2196	0	1	0
5123	2	2	1	0	28	2196	0	1	0
5124	1	1	1	0	28	2196	0	1	0
5124	2	2	1	0	28	2196	0	1	0
5223	1	1	1	0	28	2196	0	1	0
5223	2	2	1	0	28	2196	0	1	0
5224	1	1	1	0	28	2196	0	1	0
5224	2	2	1	0	28	2196	0	1	0
5323	1	1	1	0	28	2196	0	1	0
5323	2	2	1	0	28	2196	0	1	0
5324	1	1	1	0	28	2196	0	1	0
5324	2	2	1	0	28	2196	0	1	0
5423	1	1	1	0	28	2196	0	1	0
5423	2	2	1	0	28	2196	0	1	0
5424	1	1	1	0	28	2196	0	1	0
5424	2	2	1	0	28	2196	0	1	0
5523	1	1	1	0	28	2196	0	1	0
5523	2	2	1	0	28	2196	0	1	0
5524	1	1	1	0	28	2196	0	1	0
5524	2	2	1	0	28	2196	0	1	0
5623	1	1	1	0	28	2196	0	1	0
5623	2	2	1	0	28	2196	0	1	0
5624	1	1	1	0	28	2196	0	1	0
5624	2	2	1	0	28	2196	0	1	0
5723	1	1	1	0	28	2196	0	1	0
5723	2	2	1	0	28	2196	0	1	0
5724	1	1	1	0	28	2196	0	1	0
5724	2	2	1	0	28	2196	0	1	0
5823	1	1	1	0	28	2196	0	1	0
5823	2	2	1	0	28	2196	0	1	0
5824	1	1	1	0	28	2196	0	1	0
5824	2	2	1	0	28	2196	0	1	0
5923	1	1	1	0	28	2196	0	1	0
5923	2	2	1	0	28	2196	0	1	0
5924	1	1	1	0	28	2196	0	1	0
5924	2	2	1	0	28	2196	0	1	0
6023	1	1	1	0	28	2196	0	1	0
6023	2	2	1	0	28	2196	0	1	0
6024	1	1	1	0	28	2196	0	1	0
6024	2	2	1	0	28	2196	0	1	0
6123	1	1	1	0	28	2196	0	1	0
6123	2	2	1	0	28	2196	0	1	0
6124	1	1	1	0	28	2196	0	1	0
6124	2	2	1	0	28	2196	0	1	0
6223	1	1	1	0	28	2196	0	1	0
6223	2	2	1	0	28	2196	0	1	0
6224	1	1	1	0	28	2196	0	1	0
6224	2	2	1	0	28	2196	0	1	0
6323	1	1	1	0	28	2196	0	1	0
6323	2	2	1	0	28	2196	0	1	0
6324	1	1	1	0	28	2196	0	1	0
6324	2	2	1	0	28	2196	0	1	0
6423	1	1	1	0	28	2196	0	1	0
6423	2	2	1	0	28	2196	0	1	0
6424	1	1	1	0	28	2196	0	1	0
6424	2	2	1	0	28	2196	0	1	0
6523	1	1	1	0	28	2196	0	1	0
6523	2	2	1	0	28	2196	0	1	0
6524	1	1	1	0	28	2196	0	1	0
6524	2	2	1	0	28	2196	0	1	0
6623	1	1	1	0	28	2196	0	1	0
6623	2	2	1	0	28	2196	0	1	0
6624	1	1	1	0	28	2196	0	1	0
6624	2	2	1	0	28	2196	0	1	0
6723	1	1	1	0	28	2196	0	1	0
6723	2	2	1	0	28	2196	0	1	0
6724	1	1	1	0	28	2196	0	1	0
6724	2	2	1	0	28	2196	0	1	0
6823	1	1	1	0	28	2196	0	1	0
6823	2	2	1	0	28	2196	0	1	0
6824	1	1	1	0	28	2196	0	1	0
6824	2	2	1	0	28	2196	0	1	0
6923	1	1	1	0	28	2196	0	1	0
6923	2	2	1	0	28	2196	0	1	0
6924	1	1	1	0	28	2196	0	1	0
6924	2	2	1	0	28	2196	0	1	0
7023	1	1	1	0	28	2196	0	1	0
7023	2	2	1	0	28	2196	0	1	0
7024	1	1	1	0	28	2196	0	1	0
7024	2	2	1	0	28	2196	0	1	0
7123	1	1	1	0	28	2196	0	1	0
7123	2	2	1	0	28	2196	0	1	0
7124	1	1	1	0	28	2196	0	1	0
7124	2	2	1	0	28	2196	0	1	0
7223	1	1	1	0	28	2196	0	1	0
7223	2	2	1	0	28	2196	0	1	0
7224	1	1	1	0	28	2196	0	1	0
7224	2	2	1	0	28	2196	0	1	0
7323	1	1	1	0	28	2196	0	1	0
7323	2	2	1	0	28	2196	0	1	0
7324	1	1	1	0	28	2196	0	1	0
7324	2	2	1	0	28	2196	0	1	0
7423	1	1	1	0	28	2196	0	1	0
7423	2	2	1	0	28	2196	0	1	0
7424	1	1	1	0	28	2196	0	1	0
7424	2	2	1	0	28	2196	0	1	0
7523	1	1	1	0	28	2196	0	1	0
7523	2	2	1	0	28	2196	0	1	0
7524	1	1	1	0	28	2196	0	1	0
7524	2	2	1	0	28	2196	0	1	0
7623	1	1	1	0	28	2196	0	1	0
7623	2	2	1	0	28	2196	0	1	0
7624	1	1	1	0	28	2196	0	1	0
7624	2	2	1	0	28	2196	0	1	0
7723	1	1	1	0	28	2196	0	1	0
7723	2	2	1	0	28	2196	0	1	0
7724	1	1	1	0	28	2196	0	1	0
7724	2	2	1	0	28	2196	0	1	0
7823	1	1	1	0	28	2196	0	1	0
7823	2	2	1	0	28	2196	0	1	0
7824	1	1	1	0	28	2196	0	1	0
7824	2	2	1	0	28	2196	0	1	0
7923	1	1	1	0	28	2196	0	1	0
7923	2	2	1	0	28	2196	0	1	0
7924	1	1	1	0	28	2196	0	1	0
7924	2	2	1	0	28	2196	0	1	0
8023	1	1	1	0	28	2196	0	1	0
8023	2	2	1	0	28	2196	0	1	0
8024	1	1	1	0	28	2196	0	1	0
8024	2	2	1	0	28	2196	0	1	0
8123	1	1	1	0	28	2196	0	1	0
8123	2	2	1	0	28	2196	0	1	0
8124	1	1	1	0	28	2196	0	1	0
8124	2	2	1	0	28	2196	0	1	0
8223	1	1	1	0	28	2196	0	1	0
8223	2	2	1	0	28	2196	0	1	0
8224	1	1	1	0	28	2196	0	1	0
8224	2	2	1	0	28	2196	0	1	0
8323	1	1	1	0	28	2196	0	1	0
8323	2	2	1	0	28	2196	0	1	0
8324	1	1	1	0	28	2196	0	1	0
8324	2	2	1	0	28	2196	0	1	0
8423	1	1	1	0	28	2196	0	1	0
8423	2	2	1	0	28	2196	0	1	0
8424	1	1	1	0	28	2196	0	1	0
8424	2	2	1	0	28	2196	0	1	0
8523	1	1	1	0	28	2196	0	1	0
8523	2	2	1	0	28	2196	0	1	0
8524	1	1	1	0	28	2196	0	1	0
8524	2	2	1	0	28	2196	0	1	0
8623	1	1	1	0	28	2196	0	1	0
8623	2	2	1	0	28	2196	0	1	0
8624	1	1	1	0	28	2196	0	1	0
8624	2	2	1	0	28	2196	0	1	0
8723	1	1	1	0	28	2196	0	1	0
8723	2	2	1	0	28	2196	0	1	0
8724	1	1	1	0	28	2196	0	1	0
8724	2	2	1	0	28	2196	0	1	0
8823	1	1	1	0	28	2196	0	1	0
8823	2	2	1	0	28	2196	0	1	0
8824	1	1	1	0	28	2196	0	1	0
8824	2	2	1	0	28	2196	0	1	0
8923	1	1	1	0	28	2196	0	1	0
8923	2	2	1	0	28	2196	0	1	0
8924	1	1	1	0	28	2196	0	1	0
8924	2	2	1	0	28	2196	0	1	0
9023	1	1	1	0	28	2196	0	1	0
9023	2	2	1	0	28	2196	0	1	0
9024	1	1	1	0	28	2196	0	1	0
9024	2	2	1	0	28	2196	0	1	0
9123	1	1	1	0	28	2196	0	1	0
9123	2	2	1	0	28	2196	0	1	0
9124	1	1	1	0	28	2196	0	1	0
9124	2	2	1	0	28	2196	0	1	0
9223	1	1	1	0	28	2196	0	1	0
9223	2	2	1	0	28	2196	0	1	0
9224	1	1	1	0	28	2196	0	1	0
9224	2	2	1	0	28	2196	0	1	0
9323	1	1	1	0	28	2196	0	1	0
9323	2	2	1	0	28	2196	0	1	0
9324	1	1	1	0	28	2196	0	1	0
9324	2	2	1	0	28	2196	0	1	0
9423	1	1	1	0	28	2196	0	1	0
9423	2	2	1	0	28	2196	0	1	0
9424	1	1	1	0	28	2196	0	1	0
9424	2	2	1	0	28	2196	0	1	0
9523	1	1	1	0	28	2196	0	1	0
9523	2	2	1	0	28	2196	0	1	0
9524	1	1	1	0	28	2196	0	1	0
9524	2	2	1	0	28	2196	0	1	0
9623	1	1	1	0	28	2196	0	1	0
9623	2	2	1	0	28	2196	0	1	0
9624	1	1	1	0	28	2196	0	1	0
9624	2	2	1	0	28	2196	0	1	0
9723	1	1	1	0	28	2196	0	1	0
9723	2	2	1	0	28	2196	0	1	0
9724	1	1	1	0	28	2196	0	1	0
9724	2	2	1	0	28	2196	0	1	0
9823	1	1	1	0	28	2196	0	1	0
9823	2	2	1	0	28	2196	0	1	0
9824	1	1	1	0	28	2196	0	1	0
9824	2	2	1	0	28	2196	0	1	0
9923	1	1	1	0	28	2196	0	1	0
9923	2	2	1	0	28	2196	0	1	0
9924	1	1	1	0	28	2196	0	1	0
9924	2	2	1	0	28	2196	0	1	0
